customer_id,credit_score,country,gender,age,tenure_years,balance,num_products,has_credit_card,is_active_member,estimated_salary,churned,complained,satisfaction_score,card_type,points_earned,surname_hash,credit_score_band,age_band,balance_tier,tenure_band,engagement_score
15699309,510,Spain,Female,38,4,0.0,1,True,False,118913.53,True,True,2,Diamond,887,c1c83787ab,Poor,36-45,Zero Balance,3-5 yrs,1
15725737,669,France,Male,46,3,0.0,2,False,True,8487.75,False,False,2,Silver,665,2341d459f0,Good,46-55,Zero Balance,3-5 yrs,2
15625047,846,France,Female,38,5,0.0,1,True,True,187616.16,False,False,3,Platinum,225,2647055118,Exceptional,36-45,Zero Balance,3-5 yrs,2
15738191,577,France,Male,25,3,0.0,2,False,True,124508.29,False,False,3,Platinum,659,91902ece6c,Poor,18-25,Zero Balance,3-5 yrs,2
15736816,756,Germany,Male,36,2,136815.64,1,True,True,170041.95,False,False,5,Diamond,236,548674f78c,Very Good,36-45,100k+,0-2 yrs,2
15700772,571,France,Male,44,9,0.0,2,False,False,38433.35,False,False,4,Platinum,448,e3ee7ce4a6,Poor,36-45,Zero Balance,9-10 yrs,1
15728693,574,Germany,Female,43,3,141349.43,1,True,True,100187.43,False,False,5,Diamond,499,2c56d70277,Poor,36-45,100k+,3-5 yrs,2
15656300,411,France,Male,29,0,59697.17,2,True,True,53483.21,False,False,2,Gold,343,009355cc48,Poor,26-35,Under 100k,0-2 yrs,3
15589475,591,Spain,Female,39,3,0.0,3,True,False,140469.38,True,True,3,Diamond,298,ff0736176e,Fair,36-45,Zero Balance,3-5 yrs,2
15706552,533,France,Male,36,7,85311.7,1,False,True,156731.91,False,False,5,Silver,628,3802fbbec5,Poor,36-45,Under 100k,6-8 yrs,1
15750181,553,Germany,Male,41,9,110112.54,2,False,False,81898.81,False,False,3,Gold,611,ddbbbe2d00,Poor,36-45,100k+,9-10 yrs,1
15659428,520,Spain,Female,42,6,0.0,2,True,True,34410.55,False,False,2,Silver,922,1a24c2f761,Poor,36-45,Zero Balance,6-8 yrs,3
15732963,722,Spain,Female,29,9,0.0,2,True,True,142033.07,False,False,5,Platinum,276,cc8bd9ab32,Good,26-35,Zero Balance,9-10 yrs,3
15794171,475,France,Female,45,0,134264.04,1,True,False,27822.99,True,True,1,Diamond,877,7806dec119,Poor,36-45,100k+,0-2 yrs,1
15788448,490,Spain,Male,31,3,145260.23,1,False,True,114066.77,False,False,4,Silver,471,4d7b2cc541,Poor,26-35,100k+,3-5 yrs,1
15729599,804,Spain,Male,33,7,76548.6,1,False,True,98453.45,False,False,2,Gold,994,114b25448d,Exceptional,26-35,Under 100k,6-8 yrs,1
15717426,850,France,Male,36,7,0.0,1,True,True,40812.9,False,False,3,Gold,944,a77648960d,Exceptional,36-45,Zero Balance,6-8 yrs,2
15585768,582,Germany,Male,41,6,70349.48,2,False,True,178074.04,False,False,5,Gold,419,3fae11bddd,Fair,36-45,Under 100k,6-8 yrs,2
15619360,472,Spain,Male,40,4,0.0,1,True,False,70154.22,False,False,4,Diamond,545,5d0478fb14,Poor,36-45,Zero Balance,3-5 yrs,1
15738148,465,France,Female,51,8,122522.32,1,False,False,181297.65,True,True,5,Silver,828,26242490d1,Poor,46-55,100k+,6-8 yrs,0
15687946,556,France,Female,61,2,117419.35,1,True,True,94153.83,False,False,3,Platinum,789,27ffa2479b,Poor,56-65,100k+,0-2 yrs,2
15755196,834,France,Female,49,2,131394.56,1,False,False,194365.76,True,True,2,Gold,567,897fc10ff1,Exceptional,46-55,100k+,0-2 yrs,0
15684171,660,Spain,Female,61,5,155931.11,1,True,True,158338.39,False,False,1,Platinum,884,a35027cd1f,Fair,56-65,100k+,3-5 yrs,2
15754849,776,Germany,Female,32,4,109421.13,2,True,True,126517.46,False,False,1,Silver,296,a435e2d26d,Very Good,26-35,100k+,3-5 yrs,3
15602280,829,Germany,Female,27,9,112045.67,1,True,True,119708.21,True,True,3,Diamond,779,39d3a2e969,Exceptional,26-35,100k+,9-10 yrs,2
15771573,637,Germany,Female,39,9,137843.8,1,True,True,117622.8,True,True,1,Silver,730,868c9de7a0,Fair,36-45,100k+,9-10 yrs,2
15766205,550,Germany,Male,38,2,103391.38,1,False,True,90878.13,False,False,3,Diamond,960,a0c4f3f697,Poor,36-45,100k+,0-2 yrs,1
15771873,776,Germany,Female,37,2,103769.22,2,True,False,194099.12,False,False,1,Silver,268,ba7683e548,Very Good,36-45,100k+,0-2 yrs,2
15616550,698,Germany,Male,44,10,116363.37,2,True,False,198059.16,False,False,4,Silver,829,6f8bfff2e8,Good,36-45,100k+,9-10 yrs,2
15768193,585,Germany,Male,36,5,146050.97,2,False,False,86424.57,False,False,3,Silver,665,2789d29ec4,Fair,36-45,100k+,3-5 yrs,1
15683553,788,France,Female,33,5,0.0,2,False,False,116978.19,False,False,3,Gold,982,e6e624964c,Very Good,26-35,Zero Balance,3-5 yrs,1
15702298,655,Germany,Male,41,8,125561.97,1,False,False,164040.94,True,True,3,Silver,343,6ae04125c1,Fair,36-45,100k+,6-8 yrs,0
15569590,601,Germany,Male,42,1,98495.72,1,True,False,40014.76,True,True,2,Diamond,225,4d00662f2c,Fair,36-45,Under 100k,0-2 yrs,1
15760861,619,France,Male,43,1,125211.92,1,True,True,113410.49,False,False,5,Silver,657,1527f7984e,Fair,36-45,100k+,0-2 yrs,2
15630053,656,France,Male,45,5,127864.4,1,True,False,87107.57,False,False,2,Platinum,221,cc98c0008c,Fair,36-45,100k+,3-5 yrs,1
15647091,725,Germany,Male,19,0,75888.2,1,False,False,45613.75,False,False,2,Platinum,406,dc287b8082,Good,18-25,Under 100k,0-2 yrs,0
15623944,511,Spain,Female,66,4,0.0,1,True,False,1643.11,True,True,5,Silver,549,410dc23706,Poor,65+,Zero Balance,3-5 yrs,1
15804771,614,France,Male,51,4,40685.92,1,True,True,46775.28,False,False,4,Platinum,954,4d9cb152f5,Fair,46-55,Under 100k,3-5 yrs,2
15651280,742,Germany,Male,35,5,136857.0,1,False,False,84509.57,False,False,4,Gold,823,680ce38047,Very Good,26-35,100k+,3-5 yrs,0
15773469,687,Germany,Female,27,9,152328.88,2,False,False,126494.82,False,False,5,Diamond,769,baa4941d57,Good,26-35,100k+,9-10 yrs,1
15702014,555,Spain,Male,33,1,56084.69,2,False,False,178798.13,False,False,5,Platinum,481,d3970a7fa0,Poor,26-35,Under 100k,0-2 yrs,1
15751208,684,Spain,Male,56,8,78707.16,1,True,True,99398.36,False,False,4,Silver,903,76d615787a,Good,56-65,Under 100k,6-8 yrs,2
15592461,603,Germany,Male,26,4,109166.37,1,True,True,92840.67,False,False,3,Platinum,882,502ae19740,Fair,26-35,100k+,3-5 yrs,2
15789484,751,Germany,Female,36,6,169831.46,2,True,True,27758.36,False,True,5,Gold,379,67952e2d38,Very Good,36-45,100k+,6-8 yrs,3
15696061,581,Germany,Female,34,1,101633.04,1,True,False,110431.51,False,True,3,Platinum,469,7797f3b77e,Fair,26-35,100k+,0-2 yrs,1
15641582,735,Germany,Male,43,10,123180.01,2,True,True,196673.28,False,True,3,Platinum,683,fb088a251a,Good,36-45,100k+,9-10 yrs,3
15638424,661,Germany,Female,35,5,150725.53,2,False,True,113656.85,False,True,1,Gold,770,b33664905d,Fair,26-35,100k+,3-5 yrs,2
15755648,675,France,Female,21,8,98373.26,1,True,False,18203.0,False,False,5,Silver,985,eefd960ce8,Good,18-25,Under 100k,6-8 yrs,1
15703793,738,Germany,Male,58,2,133745.44,4,True,False,28373.86,True,True,4,Gold,725,adf4216263,Good,56-65,100k+,0-2 yrs,2
15620344,813,France,Male,29,6,0.0,1,True,False,33953.87,False,False,3,Platinum,259,b381ca57c6,Exceptional,26-35,Zero Balance,6-8 yrs,1
15812518,657,Spain,Female,37,0,163607.18,1,False,True,44203.55,False,False,2,Gold,979,6301417622,Fair,36-45,100k+,0-2 yrs,1
15779052,604,Germany,Female,25,5,157780.84,2,True,True,58426.81,False,False,2,Silver,988,babea4f80c,Fair,18-25,100k+,3-5 yrs,3
15770811,519,France,Male,36,9,0.0,2,False,True,145562.4,False,False,2,Platinum,833,b9e2cc6db3,Poor,36-45,Zero Balance,9-10 yrs,2
15780961,735,France,Female,21,1,178718.19,2,True,False,22388.0,False,False,1,Platinum,527,deac5044fb,Good,18-25,100k+,0-2 yrs,2
15614049,664,France,Male,55,8,0.0,2,True,True,139161.64,False,False,5,Silver,220,02f9033b0e,Fair,46-55,Zero Balance,6-8 yrs,3
15662085,678,France,Female,32,9,0.0,1,True,True,148210.64,False,False,4,Gold,983,9b9a8d05a7,Good,26-35,Zero Balance,9-10 yrs,2
15575185,757,Spain,Male,33,5,77253.22,1,False,True,194239.63,False,False,3,Silver,582,a9deae8d58,Very Good,26-35,Under 100k,3-5 yrs,1
15803136,416,Germany,Female,41,10,122189.66,2,True,False,98301.61,False,False,3,Silver,281,8820b15864,Poor,36-45,100k+,9-10 yrs,2
15706021,665,France,Female,34,1,96645.54,2,False,False,171413.66,False,False,3,Diamond,798,94f741af86,Fair,26-35,Under 100k,0-2 yrs,1
15663706,777,France,Female,32,2,0.0,1,True,False,136458.19,True,True,5,Silver,917,1f43ca92e7,Very Good,26-35,Zero Balance,0-2 yrs,1
15641732,543,France,Female,36,3,0.0,2,False,False,26019.59,False,False,2,Diamond,255,2a41acacad,Poor,36-45,Zero Balance,3-5 yrs,1
15701164,506,France,Female,34,4,90307.62,1,True,True,159235.29,False,False,4,Silver,511,d68b25e44c,Poor,26-35,Under 100k,3-5 yrs,2
15738751,493,France,Female,46,4,0.0,2,True,False,1907.66,False,False,1,Silver,498,06be52cf28,Poor,46-55,Zero Balance,3-5 yrs,2
15805254,652,Spain,Female,75,10,0.0,2,True,True,114675.75,False,False,5,Diamond,651,e4feb5ef2c,Fair,65+,Zero Balance,9-10 yrs,3
15762418,750,Spain,Male,22,3,121681.82,1,True,False,128643.35,True,True,2,Silver,852,03175c7224,Very Good,18-25,100k+,3-5 yrs,1
15625759,729,France,Male,30,9,0.0,2,True,False,151869.35,False,False,1,Diamond,807,52aee95b70,Good,26-35,Zero Balance,9-10 yrs,2
15622897,646,France,Female,46,4,0.0,3,True,False,93251.42,True,True,3,Platinum,470,e8f6e9a1a9,Fair,46-55,Zero Balance,3-5 yrs,2
15767954,635,Germany,Female,28,3,81623.67,2,True,True,156791.36,False,False,1,Diamond,659,27ffa2479b,Fair,26-35,Under 100k,3-5 yrs,3
15757535,647,Spain,Female,44,5,0.0,3,True,True,174205.22,True,True,3,Diamond,752,bb30cbe2f9,Fair,36-45,Zero Balance,3-5 yrs,3
15731511,808,France,Male,45,7,118626.55,2,True,False,147132.46,False,False,1,Silver,559,97ac36a24f,Exceptional,36-45,100k+,6-8 yrs,2
15809248,524,France,Female,36,10,0.0,2,True,False,109614.57,False,False,2,Gold,375,47b57de0c8,Poor,36-45,Zero Balance,9-10 yrs,2
15640635,769,France,Male,29,8,0.0,2,True,True,172290.61,False,False,2,Diamond,411,ba499b3c92,Very Good,26-35,Zero Balance,6-8 yrs,3
15676966,730,Spain,Male,42,4,0.0,2,False,True,85982.47,False,False,4,Diamond,722,ba499b3c92,Good,36-45,Zero Balance,3-5 yrs,2
15699461,515,Spain,Male,35,10,176273.95,1,False,True,121277.78,False,False,1,Gold,231,234df02ec6,Poor,26-35,100k+,9-10 yrs,1
15738721,773,Spain,Male,41,9,102827.44,1,False,True,64595.25,False,False,5,Diamond,488,5d422d0acb,Very Good,36-45,100k+,9-10 yrs,1
15693683,814,Germany,Male,29,8,97086.4,2,True,True,197276.13,False,False,2,Gold,965,25597d7797,Exceptional,26-35,Under 100k,6-8 yrs,3
15604348,710,Spain,Male,22,8,0.0,2,False,False,99645.04,False,False,4,Silver,289,ad1ed1b441,Good,18-25,Zero Balance,6-8 yrs,1
15633059,413,France,Male,34,9,0.0,2,False,False,6534.18,False,False,1,Platinum,449,450a38c7ca,Poor,26-35,Zero Balance,9-10 yrs,1
15808582,665,France,Female,40,6,0.0,1,True,True,161848.03,False,False,2,Silver,651,bdf22f2607,Fair,36-45,Zero Balance,6-8 yrs,2
15743192,623,France,Female,44,6,0.0,2,False,False,167162.43,False,False,2,Diamond,520,6cb0092c85,Fair,36-45,Zero Balance,6-8 yrs,1
15580146,738,France,Male,31,9,82674.15,1,True,False,41970.72,False,False,4,Diamond,234,6cb0092c85,Good,26-35,Under 100k,9-10 yrs,1
15776605,528,Spain,Male,36,7,0.0,2,True,False,60536.56,False,False,5,Silver,458,8f7e5c6b6c,Poor,36-45,Zero Balance,6-8 yrs,2
15804919,670,Spain,Female,65,1,0.0,1,True,True,177655.68,True,True,2,Gold,915,706206c113,Good,56-65,Zero Balance,0-2 yrs,2
15613854,622,Spain,Female,46,4,107073.27,2,True,True,30984.59,True,True,3,Gold,299,2914a66c54,Fair,46-55,100k+,3-5 yrs,3
15599195,582,Germany,Male,32,1,88938.62,1,True,True,10054.53,False,False,4,Gold,838,ff1c2b5c13,Fair,26-35,Under 100k,0-2 yrs,2
15812878,785,Germany,Female,36,2,99806.85,1,False,True,36976.52,False,False,5,Platinum,786,434be781bc,Very Good,36-45,Under 100k,0-2 yrs,1
15602312,605,Spain,Male,33,5,150092.8,1,False,False,71862.79,False,False,3,Diamond,509,43cd3176c4,Fair,26-35,100k+,3-5 yrs,0
15744689,479,Germany,Male,35,9,92833.89,1,True,False,99449.86,True,True,3,Diamond,328,33ad49b866,Poor,26-35,Under 100k,9-10 yrs,1
15803526,685,Germany,Male,30,3,90536.81,1,False,True,63082.88,False,False,4,Silver,347,41d36081ed,Good,26-35,Under 100k,3-5 yrs,1
15665790,538,Germany,Male,39,7,108055.1,2,True,False,27231.26,False,False,5,Silver,534,17e5302e50,Poor,36-45,100k+,6-8 yrs,2
15715951,562,France,Male,42,2,100238.35,1,False,False,86797.41,False,False,5,Platinum,709,a5f8addbac,Poor,36-45,100k+,0-2 yrs,0
15591100,675,Spain,Male,36,9,106190.55,1,False,True,22994.32,False,False,4,Silver,749,d609039706,Good,36-45,100k+,9-10 yrs,1
15609618,721,Germany,Male,28,9,154475.54,2,False,True,101300.94,True,True,5,Platinum,541,450a38c7ca,Good,26-35,100k+,9-10 yrs,2
15675522,628,Germany,Female,30,9,132351.29,2,True,True,74169.13,False,False,2,Gold,736,e4afc673a9,Fair,26-35,100k+,9-10 yrs,3
15705512,668,Germany,Female,37,6,167864.4,1,True,False,115638.29,False,False,4,Silver,529,2f9b756c4f,Fair,36-45,100k+,6-8 yrs,1
15698028,506,France,Female,41,1,0.0,2,True,False,31766.3,False,False,4,Gold,594,e2f6118f02,Poor,36-45,Zero Balance,0-2 yrs,2
15661670,524,Germany,Female,31,8,107818.63,1,True,False,199725.39,True,True,1,Silver,462,e031a0d5b1,Poor,26-35,100k+,6-8 yrs,1
15600781,699,Germany,Male,34,4,185173.81,2,True,False,120834.48,False,False,3,Platinum,429,00c1e468e4,Good,26-35,100k+,3-5 yrs,2
15682472,828,France,Male,34,8,129433.34,2,False,False,38131.77,False,False,4,Silver,370,e60291e092,Exceptional,26-35,100k+,6-8 yrs,1
15580203,674,Spain,Male,39,6,120193.42,1,False,False,100130.95,False,False,1,Platinum,510,efce641363,Good,36-45,100k+,6-8 yrs,0
15690673,656,France,Female,39,6,0.0,2,True,False,141069.88,False,False,4,Diamond,638,3fae11bddd,Fair,36-45,Zero Balance,6-8 yrs,2
15760085,684,Germany,Female,48,10,126384.42,1,True,True,198129.36,False,False,1,Gold,462,c7e543ca0e,Good,46-55,100k+,9-10 yrs,2
15779659,625,France,Female,28,3,0.0,1,False,False,183646.41,False,False,4,Gold,718,6dce41920b,Fair,26-35,Zero Balance,3-5 yrs,0
15627360,432,France,Male,42,9,152603.45,1,True,False,110265.24,True,True,3,Diamond,437,0b802ee61d,Poor,36-45,100k+,9-10 yrs,1
15671137,549,France,Female,52,1,0.0,1,False,True,8636.05,True,True,4,Diamond,485,dba4f60b4f,Poor,46-55,Zero Balance,0-2 yrs,1
15782688,625,Germany,Male,56,0,148507.24,1,True,False,46824.08,True,True,3,Platinum,410,1b93c45aa8,Fair,56-65,100k+,0-2 yrs,1
15575492,828,France,Female,41,7,0.0,2,True,False,171378.77,False,False,2,Platinum,666,efce641363,Exceptional,36-45,Zero Balance,6-8 yrs,2
15591607,770,France,Male,24,9,101827.07,1,True,False,167256.35,False,False,4,Gold,730,a22f3bc81e,Very Good,18-25,100k+,9-10 yrs,1
15740404,758,France,Female,34,3,0.0,2,True,True,124226.16,False,False,2,Platinum,375,30efdfb52f,Very Good,26-35,Zero Balance,3-5 yrs,3
15718369,795,Germany,Female,33,9,130862.43,1,True,True,114935.21,False,False,5,Gold,411,93afaa8f02,Very Good,26-35,100k+,9-10 yrs,2
15677871,687,France,Male,38,9,122570.87,1,True,True,35608.88,False,False,4,Diamond,595,cbe720018d,Good,36-45,100k+,9-10 yrs,2
15642004,686,France,Male,25,1,0.0,2,False,True,16459.37,False,False,1,Diamond,578,84267bd523,Good,18-25,Zero Balance,0-2 yrs,2
15712543,789,Germany,Male,39,7,124828.46,2,True,True,124411.08,False,False,2,Platinum,377,9092beebc5,Very Good,36-45,100k+,6-8 yrs,3
15584518,589,Germany,Female,50,5,144895.05,2,True,True,34941.23,False,False,2,Gold,831,52b67b6026,Fair,46-55,100k+,3-5 yrs,3
15802381,461,Germany,Female,34,5,63663.93,1,False,True,167784.28,False,False,1,Silver,497,3d368a0b97,Poor,26-35,Under 100k,3-5 yrs,1
15610156,637,France,Male,40,2,133463.1,1,False,True,93165.34,False,False,1,Platinum,374,1bb657fb6e,Fair,36-45,100k+,0-2 yrs,1
15594408,584,Spain,Female,48,2,213146.2,1,True,False,75161.25,True,False,4,Diamond,814,300298453d,Fair,46-55,100k+,0-2 yrs,1
15640905,579,Spain,Female,35,1,129490.36,2,False,True,8590.83,True,True,4,Gold,247,8ae7a42b17,Fair,26-35,100k+,0-2 yrs,2
15698932,756,Germany,Male,44,10,137452.09,1,True,False,189543.9,False,False,5,Platinum,965,0cf7da38a7,Very Good,36-45,100k+,9-10 yrs,1
15724944,663,France,Male,34,7,0.0,2,True,True,180427.24,False,False,3,Silver,912,90df9174cd,Fair,26-35,Zero Balance,6-8 yrs,3
15628145,682,France,Female,43,5,125851.93,1,True,True,193318.33,False,False,4,Gold,462,6c97ead54b,Good,36-45,100k+,3-5 yrs,2
15713483,793,Spain,Male,52,2,0.0,1,True,False,159123.82,True,True,5,Gold,883,a88f68c016,Very Good,46-55,Zero Balance,0-2 yrs,1
15612350,691,France,Female,31,5,40915.55,1,True,False,126213.84,True,False,2,Silver,402,c2793b826c,Good,26-35,Under 100k,3-5 yrs,1
15800703,485,Spain,Female,21,5,113157.22,1,True,True,54141.5,False,False,4,Gold,764,ef2fa7f1a0,Poor,18-25,100k+,3-5 yrs,2
15705707,635,Spain,Female,29,8,138296.94,2,True,False,141075.51,False,False,1,Platinum,608,02ff66ca94,Fair,26-35,100k+,6-8 yrs,2
15754105,650,France,Male,37,5,106967.18,1,False,False,24495.03,False,False,5,Platinum,652,5a3cc1980c,Fair,36-45,100k+,3-5 yrs,0
15703264,735,France,Male,44,9,120681.63,1,True,False,74836.34,False,False,2,Silver,520,b6fa8d5598,Good,36-45,100k+,9-10 yrs,1
15794413,416,France,Male,32,0,0.0,2,False,True,878.87,False,False,5,Gold,884,56d3e80582,Poor,26-35,Zero Balance,0-2 yrs,2
15650237,754,Spain,Female,32,7,0.0,2,True,False,89520.75,False,False,1,Silver,800,02281b3b5d,Very Good,26-35,Zero Balance,6-8 yrs,2
15759618,535,France,Female,48,9,0.0,1,True,False,149892.79,True,True,4,Gold,697,725d8830e8,Poor,46-55,Zero Balance,9-10 yrs,1
15811589,716,Spain,Male,42,8,0.0,2,True,False,180800.42,False,False,2,Silver,427,b088d7bd42,Good,36-45,Zero Balance,6-8 yrs,2
15689044,539,France,Male,37,2,127609.59,1,True,False,98646.22,False,False,1,Diamond,620,729c41c200,Poor,36-45,100k+,0-2 yrs,1
15709368,614,France,Female,43,6,0.0,2,True,True,109041.53,False,False,1,Platinum,318,6650f16861,Fair,36-45,Zero Balance,6-8 yrs,3
15679145,706,Spain,Male,57,7,0.0,1,True,False,17941.16,True,True,1,Gold,701,1d33480f10,Good,56-65,Zero Balance,6-8 yrs,1
15655007,758,France,Female,33,7,0.0,2,False,False,82996.47,False,False,4,Platinum,953,3d368a0b97,Very Good,26-35,Zero Balance,6-8 yrs,1
15623595,586,Spain,Female,28,2,0.0,2,True,True,92067.35,False,False,5,Platinum,635,7412505af9,Fair,26-35,Zero Balance,0-2 yrs,3
15589975,646,France,Female,73,6,97259.25,1,False,True,104719.66,False,False,1,Platinum,250,91902ece6c,Fair,65+,Under 100k,6-8 yrs,1
15804017,631,Germany,Female,33,4,123246.7,1,False,False,112687.57,False,False,3,Silver,662,5d291cd154,Fair,26-35,100k+,3-5 yrs,0
15692132,717,Spain,Female,22,6,101060.25,1,False,True,84699.56,False,False,2,Gold,666,c3bd34c6f0,Good,18-25,100k+,6-8 yrs,1
15641122,684,France,Male,30,2,0.0,2,True,False,83473.82,False,False,4,Diamond,699,2dcb4a7bc2,Good,26-35,Zero Balance,0-2 yrs,2
15630910,800,France,Female,49,7,108007.36,1,False,False,47125.11,False,False,3,Platinum,855,30c9859106,Exceptional,46-55,100k+,6-8 yrs,0
15680772,721,Spain,Female,36,2,0.0,2,True,True,106977.8,False,False,5,Silver,534,02f9033b0e,Good,36-45,Zero Balance,0-2 yrs,3
15658929,683,Spain,Male,29,0,133702.89,1,True,False,55582.54,True,True,1,Platinum,388,4d0e2afc8a,Good,26-35,100k+,0-2 yrs,1
15585388,660,Germany,Male,31,9,125189.75,2,True,True,139874.43,False,False,5,Gold,612,dfee18d2d0,Fair,26-35,100k+,9-10 yrs,3
15724623,704,Germany,Female,24,7,113034.22,1,True,False,162503.48,True,True,2,Platinum,801,35dc3d26cf,Good,18-25,100k+,6-8 yrs,1
15588537,615,Spain,Female,41,9,109013.23,1,True,False,196499.96,False,False,1,Platinum,561,7f36df0b52,Fair,36-45,100k+,9-10 yrs,1
15574692,667,Spain,Female,39,2,0.0,2,True,False,40721.24,True,True,5,Platinum,308,8f85db6d8a,Fair,36-45,Zero Balance,0-2 yrs,2
15611325,682,Germany,Male,24,9,57929.81,2,False,False,53134.3,False,False,5,Silver,643,731140284e,Good,18-25,Under 100k,9-10 yrs,1
15587562,484,France,Female,29,4,130114.39,1,True,False,164017.89,False,False,1,Gold,249,42064fa68b,Poor,26-35,100k+,3-5 yrs,1
15613172,628,Germany,Male,27,5,95826.49,2,True,False,155996.96,False,True,2,Silver,818,db18f17fe5,Fair,26-35,Under 100k,3-5 yrs,2
15651022,480,Germany,Male,44,10,129608.57,1,True,False,5472.7,True,True,1,Gold,775,2e8fa297d6,Poor,36-45,100k+,9-10 yrs,1
15586310,578,France,Male,30,4,169462.09,1,True,False,112187.11,False,True,5,Diamond,872,bb4bddef16,Poor,26-35,100k+,3-5 yrs,1
15625524,512,France,Male,40,5,0.0,2,True,True,146457.83,False,False,3,Diamond,435,6a92546b59,Poor,36-45,Zero Balance,3-5 yrs,3
15755209,484,Spain,Female,35,7,133868.21,1,True,True,27286.1,False,False,2,Silver,415,bdf22f2607,Poor,26-35,100k+,6-8 yrs,2
15645248,510,France,Female,30,0,0.0,2,True,True,130553.47,False,False,2,Diamond,430,c758089f08,Poor,26-35,Zero Balance,0-2 yrs,3
15790355,606,Germany,Male,36,5,190479.48,2,False,False,179351.89,False,False,5,Platinum,929,390ebdbec3,Fair,36-45,100k+,3-5 yrs,1
15762615,597,Spain,Female,40,8,101993.12,1,False,True,94774.12,False,False,5,Silver,681,7e6046c9a2,Fair,36-45,100k+,6-8 yrs,1
15625426,754,Germany,Female,55,3,161608.81,1,True,False,8080.85,True,True,4,Gold,810,ca2cea4304,Very Good,46-55,100k+,3-5 yrs,1
15716334,850,Spain,Female,45,2,122311.21,1,True,True,19482.5,False,False,5,Gold,739,92b9b719cd,Exceptional,36-45,100k+,0-2 yrs,2
15789669,510,France,Male,65,2,0.0,2,True,True,48071.61,False,False,1,Silver,280,26e46f2cb4,Poor,56-65,Zero Balance,0-2 yrs,3
